#namaste,score=2.16828383214492
#fireflynov11,score=2.16828383214492
#rejoice,score=2.16828383214492
27th,score=0.494307398573247
lego,score=0.494307398573247
attract,score=0.494307398573247
witnessing,score=0.494307398573247
lens,score=0.494307398573247
#winter,score=0.494307398573247
vegan,score=0.494307398573247
38,score=0.494307398573247
#lovedit,score=0.494307398573247
mumbai,score=0.494307398573247
sonic,score=0.494307398573247
graphics,score=0.494307398573247
#ff,score=0.494307398573247
practice,score=0.490637669684285
headed,score=0.490637669684285
#be,score=0.489853048223867
vanilla,score=0.489853048223867
#exciting,score=0.489853048223867
#yum,score=0.48864166103757
eventful,score=0.48864166103757
routine,score=0.487749998027088
thankfully,score=0.486525258131192
tested,score=0.486525258131192
katy,score=0.486525258131192
advanced,score=0.486525258131192
papa,score=0.486525258131192
friendships,score=0.486525258131192
puts,score=0.484933661424049
del,score=0.484737947557096
drawing,score=0.484737947557096
felt,score=0.484737947557096
ship,score=0.484737947557096
eve,score=0.484533886746267
quality,score=0.483693197331474
cruise,score=0.483496482469031
1/2,score=0.483007843319314
lana,score=0.48188487857469
negative,score=0.48188487857469
xxx,score=0.48188487857469
cheeks,score=0.48188487857469
burst,score=0.479708599152094
placed,score=0.478803212037282
varsity,score=0.478803212037282
mag,score=0.478803212037282
salon,score=0.478803212037282
&gt,score=0.478345559785306
catching,score=0.477778096622037
buffet,score=0.476607821473846
definately,score=0.476607821473846
focusing,score=0.476607821473846
boredom,score=0.476607821473846
engaged,score=0.476607821473846
hugging,score=0.476607821473846
wifey,score=0.476607821473846
records,score=0.476607821473846
95,score=0.476607821473846
swollen,score=0.476607821473846
#tweet,score=0.476607821473846
rounds,score=0.476607821473846
literature,score=0.476607821473846
rocked,score=0.476607821473846
exciting,score=0.476607821473846
beats,score=0.476009914131669
aww,score=0.475259203602553
sun,score=0.475223738207908
sane,score=0.473688111370511
particular,score=0.473688111370511
dew,score=0.473688111370511
hundreds,score=0.473688111370511
weekly,score=0.473688111370511
lawn,score=0.473688111370511
returned,score=0.473688111370511
waking,score=0.473253989375415
rocks,score=0.471834542721189
sweetheart,score=0.471834542721189
brace,score=0.47055331256514
meetings,score=0.47055331256514
mask,score=0.469614785982876
shared,score=0.469614785982876
braces,score=0.469614785982876
w/,score=0.469233761021131
welcome,score=0.469233761021131
sleeps,score=0.468897683047879
snowing,score=0.467874141505092
island,score=0.466136521606551
lucky,score=0.464370116258613
51,score=0.463535739906493
#karma,score=0.463535739906493
#busy,score=0.463535739906493
iron,score=0.463535739906493
17th,score=0.463535739906493
dvds,score=0.463535739906493
ethics,score=0.463535739906493
condition,score=0.463535739906493
stranded,score=0.463535739906493
cease,score=0.463535739906493
#genius,score=0.463535739906493
flop,score=0.463535739906493
resort,score=0.463535739906493
overload,score=0.463535739906493
sin,score=0.463535739906493
coffee,score=0.462670313630065
serve,score=0.459590961615477
cafe,score=0.459216078761977
complete,score=0.459074765965868
sheeran,score=0.458202393931131
signal,score=0.457493425450531
chasing,score=0.4565670705904
smooth,score=0.4565670705904
moods,score=0.4565670705904
land,score=0.456191765650735
pleased,score=0.455305240769978
reward,score=0.455305240769978
bowling,score=0.454485904386575
dental,score=0.453485404052992
reaching,score=0.453485404052992
brownie,score=0.453485404052992
#truth,score=0.452966058416806
8am,score=0.452897341701438
verse,score=0.45223618465256
#tears,score=0.451600389357221
3/4,score=0.450632335070585
liz,score=0.450632335070585
#emotions,score=0.450632335070585
plenty,score=0.450632335070585
flakes,score=0.450632335070585
workin,score=0.450632335070585
sofa,score=0.449283717199292
princess,score=0.448497862541953
regardless,score=0.445517234403815
fixing,score=0.445517234403815
cups,score=0.445517234403815
exhausted,score=0.445517234403815
escape,score=0.445517234403815
semester,score=0.445111472580435
birthday,score=0.44367693125689
another,score=0.443169613868996
#baby,score=0.442773748458064
healing,score=0.442773748458064
fails,score=0.442773748458064
skating,score=0.442121645402677
passed,score=0.44188626820964
finished,score=0.44182946132463
laundry,score=0.441556833187718
windy,score=0.441062884054435
beloved,score=0.441062884054435
avenue,score=0.441062884054435
greet,score=0.441062884054435
sesh,score=0.441062884054435
valentines,score=0.439893976849453
purpose,score=0.439893976849453
receive,score=0.439438188327433
closes,score=0.439044719898198
church,score=0.437148984733298
tears,score=0.435947783387664
pandora,score=0.435231963743642
fianc,score=0.433682776756812
tart,score=0.433682776756812
napping,score=0.433682776756812
thai,score=0.433682776756812
arabic,score=0.433682776756812
hehe,score=0.433682776756812
melting,score=0.433682776756812
morn,score=0.433682776756812
scent,score=0.433682776756812
johnson,score=0.433682776756812
powerpoint,score=0.433682776756812
boat,score=0.431012548200933
aka,score=0.431012548200933
healthy,score=0.43032706890984
belief,score=0.43001304786785
roses,score=0.43001304786785
perspective,score=0.43001304786785
creating,score=0.429168096402286
roast,score=0.429168096402286
means,score=0.428768761954383
frank,score=0.428580724872917
poetry,score=0.427817657304414
#mylife,score=0.426786197697752
miracle,score=0.425314527086296
allowing,score=0.425314527086296
00am,score=0.425314527086296
buds,score=0.425314527086296
compassion,score=0.425314527086296
importantly,score=0.425314527086296
soaked,score=0.425314527086296
effective,score=0.425314527086296
foggy,score=0.425314527086296
65,score=0.425314527086296
drift,score=0.425314527086296
#fb,score=0.425314527086296
mocks,score=0.425314527086296
alas,score=0.425314527086296
phrase,score=0.425314527086296
tomorrows,score=0.425314527086296
trip,score=0.425122237882742
lottery,score=0.423044378551756
cheer,score=0.423044378551756
miles,score=0.41908397733566
financial,score=0.41908397733566
sized,score=0.41908397733566
birds,score=0.4170157242716
grass,score=0.416529697530563
fav,score=0.416189619309295
vocab,score=0.414264690899711
phenomenal,score=0.414264690899711
snacks,score=0.414264690899711
define,score=0.414264690899711
homecoming,score=0.414264690899711
se,score=0.414264690899711
heating,score=0.412892007087738
air,score=0.412892007087738
mood,score=0.411985673146239
feeling,score=0.4114650916579
pairs,score=0.410425914592545
appreciated,score=0.410425914592545
eight,score=0.410425914592545
#true,score=0.410425914592545
client,score=0.410425914592545
#gym,score=0.410425914592545
luv,score=0.408273061231444
officially,score=0.407965888751683
view,score=0.407296021583617
searching,score=0.407296021583617
partying,score=0.407296021583617
honor,score=0.406377326066545
#awesome,score=0.405511899790116
unwanted,score=0.40469523988356
foster,score=0.40469523988356
zac,score=0.40469523988356
operation,score=0.40469523988356
cycling,score=0.40469523988356
valuable,score=0.40469523988356
#mixedemotions,score=0.40469523988356
francisco,score=0.40469523988356
las,score=0.40469523988356
winds,score=0.40469523988356
9am,score=0.40469523988356
#technology,score=0.40469523988356
rides,score=0.402499849320124
spent,score=0.401638691401011
46,score=0.400621914495924
zach,score=0.400621914495924
determined,score=0.400621914495924
wil,score=0.400621914495924
insomnia,score=0.400621914495924
maintain,score=0.400621914495924
$10,score=0.400621914495924
insanity,score=0.400621914495924
greatness,score=0.400621914495924
booked,score=0.399781225081131
calm,score=0.399665891478558
magazine,score=0.398997218768922
prep,score=0.398997218768922
spoken,score=0.398997218768922
suffering,score=0.397577772114696
entered,score=0.397577772114696
eyed,score=0.397577772114696
breakfast,score=0.397358449819706
proud,score=0.396844365407821
bones,score=0.396326990213043
cheesy,score=0.395216495929016
dec,score=0.395216495929016
skate,score=0.395216495929016
starbucks,score=0.395216495929016
que,score=0.395216495929016
#justkidding,score=0.395216495929016
alive,score=0.394761950466645
pastor,score=0.393331481233245
5am,score=0.392524704263305
frm,score=0.391791835047652
#valentinesday,score=0.391791835047652
heart,score=0.390068588024621
ahhhh,score=0.389769589666884
skipping,score=0.389427767752772
rocket,score=0.388500553963579
pleasant,score=0.388500553963579
skiing,score=0.387697663514989
fog,score=0.386995662784159
bedtime,score=0.386995662784159
excited,score=0.385939361851466
hello,score=0.385334992599019
campus,score=0.385334992599019
john,score=0.385334992599019
fixed,score=0.384492532566041
santa,score=0.384128962302083
indeed,score=0.383797122245943
preparing,score=0.383797122245943
received,score=0.383350327987264
classic,score=0.38321335106766
constant,score=0.382955253247154
loved,score=0.382003828681489
sharing,score=0.381297641669521
prayers,score=0.38103904327139
sound,score=0.379863264182378
manning,score=0.376524362916864
bonus,score=0.376524362916864
s3,score=0.376524362916864
mug,score=0.376524362916864
keith,score=0.376524362916864
#loveyou,score=0.376524362916864
bend,score=0.376524362916864
route,score=0.376524362916864
leo,score=0.376524362916864
printed,score=0.376524362916864
encounter,score=0.376524362916864
spice,score=0.376524362916864
activities,score=0.376524362916864
succeed,score=0.376524362916864
melbourne,score=0.376524362916864
illinois,score=0.376524362916864
reviews,score=0.376524362916864
increased,score=0.376524362916864
ski,score=0.376524362916864
contain,score=0.376524362916864
coconut,score=0.376524362916864
visited,score=0.376524362916864
william,score=0.376524362916864
#gorgeous,score=0.376524362916864
delays,score=0.376524362916864
endure,score=0.376524362916864
cranky,score=0.376524362916864
gaining,score=0.376524362916864
consumed,score=0.376524362916864
health,score=0.373261717282047
goodness,score=0.372655886138943
shopping,score=0.372579584625847
2012,score=0.37231383038052
#excitement,score=0.371162419775478
term,score=0.370254749903268
faith,score=0.368977157281481
acoustic,score=0.368225560102169
downtown,score=0.368225560102169
collection,score=0.366161575881317
economics,score=0.366161575881317
create,score=0.365474526730279
shuffle,score=0.364689905269861
rise,score=0.364254270325049
festival,score=0.363785337139434
joined,score=0.363785337139434
guitar,score=0.362731040784528
arrived,score=0.362731040784528
welp,score=0.360776005948724
#ahh,score=0.359995060965653
6am,score=0.359995060965653
dinner,score=0.359912685249968
higher,score=0.358824785817463
environment,score=0.358175224248667
preach,score=0.358175224248667
#blackfriday,score=0.358175224248667
daughters,score=0.358175224248667
#decisions,score=0.358175224248667
comfort,score=0.357106277059762
na,score=0.355905075714128
reminder,score=0.355905075714128
thesis,score=0.355905075714128
beatles,score=0.355905075714128
#forever,score=0.355905075714128
spin,score=0.354545456198088
cracking,score=0.354545456198088
solo,score=0.354051507064805
dragged,score=0.35299386550667
february,score=0.35299386550667
aching,score=0.35299386550667
footy,score=0.35299386550667
#kids,score=0.35299386550667
rescue,score=0.35299386550667
lax,score=0.35299386550667
tomorow,score=0.35299386550667
knot,score=0.35299386550667
royal,score=0.35299386550667
pajamas,score=0.35299386550667
nights,score=0.351887058531479
favourite,score=0.351585414569612
10th,score=0.351206554932574
4am,score=0.351206554932574
kitty,score=0.350548876513603
coolest,score=0.350548876513603
pray,score=0.349997608583435
#islam,score=0.349125388728749
penguins,score=0.349125388728749
craziest,score=0.349125388728749
uniform,score=0.349125388728749
finest,score=0.349125388728749
factory,score=0.349125388728749
\\,score=0.349125388728749
lamar,score=0.349125388728749
night,score=0.348808152716918
patient,score=0.347950990472808
windows,score=0.347774949630878
#change,score=0.347536826043611
master,score=0.347536826043611
#loveher,score=0.347536826043611
hyper,score=0.346671399767182
script,score=0.34575270425011
home,score=0.345204237523451
good,score=0.344825099511842
full,score=0.344487197952341
tomorrow,score=0.343870006048583
10pm,score=0.343734540093873
billy,score=0.343734540093873
remembered,score=0.343734540093873
ballet,score=0.343734540093873
others,score=0.341512316957155
place,score=0.340889298869479
brownies,score=0.340156718745989
ho,score=0.340156718745989
friday,score=0.338818329074866
assessment,score=0.338784034934017
shed,score=0.338784034934017
flowers,score=0.33760894666719
pure,score=0.337303649763582
nyc,score=0.337303649763582
count,score=0.336993524160228
loaded,score=0.335702368396608
26,score=0.335702368396608
#unexpected,score=0.335702368396608
#nhl,score=0.335702368396608
nov,score=0.335702368396608
enemies,score=0.335702368396608
inspired,score=0.335702368396608
meeting,score=0.335314094270201
tuesday,score=0.333885837470211
winter,score=0.333737087711655
fitness,score=0.333039250977125
overwhelming,score=0.33207260034603
root,score=0.33207260034603
mondays,score=0.330004347281971
5pm,score=0.330004347281971
drum,score=0.330004347281971
hay,score=0.330004347281971
#obama,score=0.330004347281971
conflict,score=0.330004347281971
2day,score=0.328668341739229
value,score=0.328668341739229
cooked,score=0.327734198747432
mummy,score=0.327734198747432
sounding,score=0.327734198747432
fishing,score=0.327734198747432
saturday,score=0.326927421777492
attitude,score=0.326513942342202
accomplished,score=0.326513942342202
cheeky,score=0.32575203754344
bday,score=0.32546919211658
leading,score=0.325231068529313
coast,score=0.324852352372543
ride,score=0.324699295052278
13,score=0.32394082144398
airplane,score=0.322457141646588
lbs,score=0.322457141646588
rob,score=0.322457141646588
shrimp,score=0.322457141646588
supervisor,score=0.322457141646588
kc,score=0.322457141646588
trophy,score=0.322457141646588
uncle,score=0.322457141646588
reference,score=0.322457141646588
leadership,score=0.322457141646588
#dedication,score=0.322457141646588
dedicated,score=0.322457141646588
vocabulary,score=0.322457141646588
nations,score=0.322457141646588
ac,score=0.322457141646588
nicest,score=0.322457141646588
tasty,score=0.322457141646588
cleaning,score=0.320171426365732
wednesday,score=0.319000518778677
leader,score=0.318704792028037
embrace,score=0.318704792028037
algebra,score=0.318704792028037
emotionally,score=0.31768386289393
visit,score=0.317053809318535
ellie,score=0.315899741100429
measure,score=0.315899741100429
#tomorrow,score=0.315899741100429
paycheck,score=0.315899741100429
dough,score=0.315899741100429
soft,score=0.315899741100429
mama,score=0.315899741100429
flow,score=0.315223837053068
numb,score=0.314392581809857
explode,score=0.314392581809857
blankets,score=0.314392581809857
buffalo,score=0.314392581809857
lungs,score=0.314392581809857
blasting,score=0.313345461295332
chats,score=0.311985841779292
energy,score=0.310149293971991
havin,score=0.310149293971991
headache,score=0.309385060079235
scholarship,score=0.309385060079235
bible,score=0.308966211905572
smoothie,score=0.307531491429912
collect,score=0.307531491429912
participate,score=0.307531491429912
melt,score=0.307531491429912
involves,score=0.307531491429912
philosophy,score=0.306143566155064
long,score=0.305624078522225
pancake,score=0.305065398934719
husband,score=0.305065398934719
caramel,score=0.305065398934719
temperature,score=0.305065398934719
given,score=0.304402488734771
mostly,score=0.304203701337238
landed,score=0.303499227901974
academy,score=0.303499227901974
workout,score=0.303021900923937
hours,score=0.300132554754694
angel,score=0.299563321780735
lay,score=0.299407059572432
shall,score=0.299334724225734
praying,score=0.298052747475369
classes,score=0.297043295246858
nerd,score=0.296481655243327
pearl,score=0.296481655243327
#nerd,score=0.296481655243327
bestfriends,score=0.296481655243327
predicted,score=0.296481655243327
roots,score=0.296481655243327
added,score=0.296481655243327
confession,score=0.296481655243327
lunchtime,score=0.296481655243327
jim,score=0.296481655243327
fuzzy,score=0.296481655243327
11pm,score=0.296481655243327
luckily,score=0.296481655243327
daisy,score=0.296481655243327
nashville,score=0.296481655243327
sucker,score=0.296481655243327
happily,score=0.296481655243327
crabby,score=0.296481655243327
allergies,score=0.296481655243327
successfully,score=0.296481655243327
passionate,score=0.296481655243327
coca,score=0.296481655243327
wash,score=0.29533420818685
worth,score=0.292615315160474
mint,score=0.291366554576557
electric,score=0.291366554576557
rest,score=0.291090806608451
compliment,score=0.290581933116139
55,score=0.289512985927234
bob,score=0.289512985927234
comedy,score=0.289512985927234
living,score=0.288968471892544
within,score=0.286605031747415
loves,score=0.286338645278273
mmmm,score=0.285552584711137
bong,score=0.285552584711137
booze,score=0.285552584711137
balloons,score=0.285552584711137
settle,score=0.285552584711137
thee,score=0.285552584711137
podcast,score=0.285552584711137
buried,score=0.285552584711137
emotion,score=0.283742629465897
mysterious,score=0.283742629465897
incredible,score=0.282838878839541
#sarcasm,score=0.28259254308266
degrees,score=0.282337147857163
chapters,score=0.281214183112539
ohio,score=0.281214183112539
understanding,score=0.281214183112539
slight,score=0.281214183112539
hr,score=0.279532096929554
recovery,score=0.278885893352948
22,score=0.278084290103611
flick,score=0.277433460272633
shaped,score=0.277433460272633
20th,score=0.277433460272633
dance,score=0.276734892308493
married,score=0.276440904359881
hop,score=0.275719663794898
#follow,score=0.275719663794898
double,score=0.275521152627993
world,score=0.275508937843217
swim,score=0.275171868656576
nite,score=0.274741668606921
glass,score=0.272228243314824
movies,score=0.271883530629431
assistant,score=0.271163847259037
clinical,score=0.271163847259037
biscuits,score=0.271163847259037
portion,score=0.271163847259037
rogers,score=0.271163847259037
clinic,score=0.271163847259037
annie,score=0.271163847259037
creator,score=0.271163847259037
chapter,score=0.271163847259037
buddies,score=0.271163847259037
2hrs,score=0.271163847259037
thousand,score=0.271163847259037
fade,score=0.271163847259037
peach,score=0.271163847259037
shovel,score=0.271163847259037
heated,score=0.271163847259037
yung,score=0.271163847259037
choose,score=0.270382902275966
luke,score=0.268893698724498
perfectly,score=0.267836057166363
moving,score=0.267771549360896
wonders,score=0.267325070951872
fourth,score=0.267325070951872
actions,score=0.267325070951872
instructor,score=0.266176305747998
incredibly,score=0.266176305747998
summer,score=0.266176305747998
flights,score=0.266176305747998
meal,score=0.265772998624161
japan,score=0.264046379490173
peanut,score=0.264046379490173
44,score=0.264046379490173
proposal,score=0.264046379490173
pockets,score=0.264046379490173
commitment,score=0.264046379490173
miranda,score=0.264046379490173
est,score=0.264046379490173
upon,score=0.263381706816982
cancelled,score=0.263000536619876
wished,score=0.262114011739119
sadness,score=0.262114011739119
dust,score=0.262114011739119
cal,score=0.262114011739119
canceled,score=0.260692547391742
wise,score=0.260692547391742
lunch,score=0.259311290228318
31,score=0.25874132726048
champions,score=0.25874132726048
thoroughly,score=0.25874132726048
dash,score=0.25874132726048
yes,score=0.258331407189153
xmas,score=0.258068153219576
wedding,score=0.257547297267872
12,score=0.257465002900875
studio,score=0.257260942090046
#crying,score=0.25713231645478
blunt,score=0.255896375128249
inspiring,score=0.255896375128249
duty,score=0.255379979557775
found,score=0.254890725660195
va,score=0.254634545307827
android,score=0.254634545307827
snack,score=0.254634545307827
beginning,score=0.254038597733574
deep,score=0.252814708590841
breathe,score=0.251859848744069
mystery,score=0.251361219962858
resolution,score=0.251361219962858
light,score=0.249524672155556
saved,score=0.249184940540262
mighty,score=0.248690991406979
pint,score=0.248690991406979
daughter,score=0.24829306064168
ahhh,score=0.246931533871269
equality,score=0.246471234668666
mat,score=0.246471234668666
crab,score=0.246471234668666
montana,score=0.246471234668666
43,score=0.246471234668666
de,score=0.246471234668666
bury,score=0.246471234668666
ova,score=0.246471234668666
snowman,score=0.246471234668666
tourney,score=0.246471234668666
#egypt,score=0.246471234668666
noodle,score=0.246471234668666
snow,score=0.246207591113224
1st,score=0.246050801616435
better,score=0.2438590735804
hats,score=0.242992970292341
$50,score=0.242992970292341
opportunities,score=0.242992970292341
safely,score=0.242992970292341
#growingup,score=0.242992970292341
momma,score=0.242992970292341
concern,score=0.242992970292341
someday,score=0.242992970292341
touches,score=0.242992970292341
florence,score=0.242992970292341
ave,score=0.242992970292341
plant,score=0.242992970292341
mutual,score=0.242992970292341
nap,score=0.24204644868831
cup,score=0.241791768946707
london,score=0.241286776396092
#sexy,score=0.240392188592284
climb,score=0.240392188592284
grinch,score=0.240392188592284
deepest,score=0.240392188592284
wk,score=0.240392188592284
beliefs,score=0.240392188592284
confirmation,score=0.240392188592284
included,score=0.240392188592284
appreciate,score=0.239323241403379
solution,score=0.238374024436046
di,score=0.238374024436046
ultimate,score=0.238374024436046
pounds,score=0.237525488110208
steal,score=0.237525488110208
pizza,score=0.237134098672726
lifting,score=0.236762420541705
rains,score=0.236762420541705
bros,score=0.236762420541705
sheets,score=0.236072527447767
seven,score=0.236072527447767
bed,score=0.234602457545906
appt,score=0.234349874136321
path,score=0.23386806251534
hug,score=0.23342351927619
impact,score=0.23342351927619
ahh,score=0.233012081294661
unit,score=0.232630183256794
blast,score=0.232274754072317
riding,score=0.232274754072317
plus,score=0.232106120007836
chill,score=0.232106120007836
flu,score=0.231943134105756
early,score=0.231239280478246
physical,score=0.230341852738782
disney,score=0.229920888724988
art,score=0.229542172568218
45,score=0.229424241086272
nothing,score=0.229401118897062
session,score=0.228888364110799
friends,score=0.228844646352639
guide,score=0.228604232840242
singing,score=0.226615470997969
&amp,score=0.224080896479074
ending,score=0.223998378816607
bay,score=0.222373683089605
trigger,score=0.222373683089605
donuts,score=0.222373683089605
thursdays,score=0.222373683089605
todays,score=0.222373683089605
alll,score=0.222373683089605
1pm,score=0.222373683089605
lamb,score=0.222373683089605
significant,score=0.222373683089605
cooking,score=0.222373683089605
permanent,score=0.222373683089605
trail,score=0.222373683089605
citizens,score=0.222373683089605
slim,score=0.222373683089605
corporate,score=0.222373683089605
heater,score=0.222373683089605
bucks,score=0.222373683089605
mission,score=0.222373683089605
robert,score=0.222373683089605
bella,score=0.222373683089605
storms,score=0.222373683089605
keen,score=0.222373683089605
megan,score=0.222373683089605
madison,score=0.222373683089605
pj,score=0.222373683089605
tire,score=0.222373683089605
limited,score=0.222373683089605
pays,score=0.222373683089605
spoilt,score=0.222373683089605
spain,score=0.222373683089605
youth,score=0.222373683089605
#truestory,score=0.222373683089605
cramps,score=0.222373683089605
viewing,score=0.222373683089605
production,score=0.222373683089605
graduating,score=0.222373683089605
growth,score=0.222373683089605
highest,score=0.222373683089605
followed,score=0.219630197143855
training,score=0.217987711146351
90,score=0.215901168583988
helped,score=0.215901168583988
hunting,score=0.215593996104227
spring,score=0.215372487630622
answered,score=0.215256215320741
medical,score=0.214468503582492
new,score=0.213646931951368
continues,score=0.213484735672359
thoughts,score=0.213199306813564
speaks,score=0.212894939135062
pool,score=0.212894939135062
such,score=0.212134685788511
chicago,score=0.211444612557415
dave,score=0.211444612557415
300,score=0.211444612557415
lincoln,score=0.210539225442603
often,score=0.210288943874533
seminar,score=0.209470278253697
accepted,score=0.209470278253697
blizzard,score=0.209470278253697
3am,score=0.209470278253697
smallest,score=0.209470278253697
simply,score=0.208859963922882
geometry,score=0.208189048097649
daddy,score=0.207290440878277
dreams,score=0.207001903041752
reflection,score=0.206625326121466
#always,score=0.206625326121466
imagined,score=0.206625326121466
restless,score=0.206625326121466
made,score=0.206511778789139
midnight,score=0.206113162217825
perry,score=0.204674105990204
birmingham,score=0.204674105990204
releasing,score=0.204674105990204
wrestling,score=0.20391162024987
lab,score=0.203080480154926
fun,score=0.202876352697033
15th,score=0.202170975772086
portfolio,score=0.202170975772086
outfits,score=0.202170975772086
#realtalk,score=0.202170975772086
doritos,score=0.202170975772086
apparent,score=0.202170975772086
wing,score=0.2006336964532
appointment,score=0.200212111286753
aw,score=0.200067925575307
cried,score=0.199471918802921
four,score=0.199384164864907
101,score=0.198843185679411
hookah,score=0.198843185679411
rd,score=0.198843185679411
slice,score=0.198843185679411
peeps,score=0.198843185679411
patience,score=0.198041582430075
october,score=0.196731252476268
mile,score=0.195526433053417
wallet,score=0.195526433053417
emotional,score=0.195271753311814
week,score=0.19494879645963
doll,score=0.194202806122909
#overwhelmed,score=0.194202806122909
hundred,score=0.194202806122909
physics,score=0.194202806122909
#monday,score=0.194202806122909
steps,score=0.194202806122909
strawberry,score=0.194202806122909
cupcake,score=0.194202806122909
center,score=0.193245410166582
#funny,score=0.193046067995085
today,score=0.193005225917422
jam,score=0.192741885483234
reminded,score=0.191790259717525
offers,score=0.191121139585501
pad,score=0.191121139585501
months,score=0.190352204522624
live,score=0.190176162924828
seasons,score=0.189938407336452
sings,score=0.189938407336452
tommorow,score=0.189938407336452
awaiting,score=0.189938407336452
nice,score=0.189252300963053
17,score=0.188925749022065
babies,score=0.188925749022065
november,score=0.188327841679888
2000,score=0.187282363278335
2am,score=0.187282363278335
thurs,score=0.187282363278335
monday,score=0.186746505446454
opens,score=0.185469126154155
el,score=0.184986151017985
wrap,score=0.184633355106758
thou,score=0.184152470269408
department,score=0.184152470269408
pe,score=0.184152470269408
puppies,score=0.184152470269408
unexpected,score=0.183458266839932
teens,score=0.182368348475906
fuel,score=0.182368348475906
#great,score=0.182368348475906
powers,score=0.182368348475906
ta,score=0.18155168856935
grand,score=0.18155168856935
teaching,score=0.181215610596098
lasts,score=0.180409483990573
describe,score=0.179526091706976
lookin,score=0.179356298005914
purchase,score=0.179356298005914
knee,score=0.178698619586944
pa,score=0.178248878180667
year,score=0.178109344378377
chemistry,score=0.176911309012848
supernatural,score=0.175853667454713
outstanding,score=0.175853667454713
urself,score=0.175853667454713
presentations,score=0.175853667454713
judgmental,score=0.175853667454713
virtual,score=0.175853667454713
promote,score=0.175853667454713
lovers,score=0.175853667454713
property,score=0.175853667454713
tummy,score=0.175853667454713
panera,score=0.175853667454713
#random,score=0.175853667454713
stitches,score=0.175853667454713
medication,score=0.175853667454713
iced,score=0.175853667454713
whisper,score=0.175853667454713
hot,score=0.175348744444743
florida,score=0.174658210049939
sing,score=0.174055105818798
#1,score=0.173183438898834
inches,score=0.172612173530542
fave,score=0.172612173530542
forgive,score=0.17172995027085
farm,score=0.17172995027085
powder,score=0.170187929919035
movement,score=0.170187929919035
carter,score=0.170187929919035
lockout,score=0.170187929919035
stronger,score=0.170187929919035
spinning,score=0.170187929919035
brought,score=0.169729949604183
present,score=0.169263857775657
tmrw,score=0.16830646181933
lil,score=0.167150392326411
change,score=0.167129511794374
yogurt,score=0.166803831934795
noodles,score=0.166803831934795
joining,score=0.166803831934795
somewhat,score=0.166803831934795
allow,score=0.165959593809514
minus,score=0.165215269249657
conference,score=0.164554112200779
rare,score=0.164554112200779
destroy,score=0.163962920933191
dancer,score=0.162950262618805
fr,score=0.162950262618805
expression,score=0.162950262618805
recipe,score=0.162950262618805
#real,score=0.162950262618805
elected,score=0.162950262618805
youngest,score=0.162950262618805
sundays,score=0.162950262618805
bought,score=0.162404857642099
degree,score=0.162114491571408
aside,score=0.160815790090172
powerful,score=0.160815790090172
songs,score=0.159918426036684
sigh,score=0.157310089742544
anatomy,score=0.157310089742544
radio,score=0.156895753710098
mo,score=0.156895753710098
true,score=0.156472004172327
#work,score=0.155853000748043
accept,score=0.155324446811225
baby,score=0.155255226397004
awh,score=0.153380811602654
rushing,score=0.153380811602654
venting,score=0.153380811602654
fudge,score=0.153380811602654
abbey,score=0.153380811602654
fifteen,score=0.153380811602654
delayed,score=0.153380811602654
trusting,score=0.153380811602654
born,score=0.153380811602654
concept,score=0.153380811602654
8pm,score=0.153380811602654
crunch,score=0.153380811602654
owl,score=0.153380811602654
courtesy,score=0.153380811602654
guilt,score=0.153380811602654
seeing,score=0.152393644691293
may,score=0.152371220401301
thursday,score=0.152021192086614
things,score=0.151415974763348
key,score=0.150211236841375
mass,score=0.150211236841375
design,score=0.149878181051452
hanging,score=0.149466912281517
stress,score=0.14927402965
december,score=0.149134520721203
pour,score=0.148946214534788
apartment,score=0.148514621951481
forward,score=0.148212841444211
st,score=0.147989962967777
sis,score=0.147840631227039
crappy,score=0.147338497146691
removed,score=0.147338497146691
monster,score=0.147338497146691
instant,score=0.147338497146691
boyfriend,score=0.147185353880867
books,score=0.147150261852018
official,score=0.146601124617275
book,score=0.146448374827009
novel,score=0.146000704305031
inspirational,score=0.146000704305031
spongebob,score=0.146000704305031
wings,score=0.146000704305031
mic,score=0.146000704305031
op,score=0.146000704305031
gold,score=0.145412641953477
deserved,score=0.145082008787959
exercise,score=0.14390206764811
six,score=0.14390206764811
identity,score=0.14390206764811
brady,score=0.14390206764811
bake,score=0.14390206764811
sydney,score=0.14390206764811
feelings,score=0.143124311435465
miami,score=0.141684771839463
definition,score=0.141684771839463
bring,score=0.140958291604097
ooh,score=0.140135584852633
austin,score=0.140135584852633
ankle,score=0.140135584852633
hungover,score=0.140135584852633
vision,score=0.140135584852633
few,score=0.13972608443741
depression,score=0.138674664212958
sets,score=0.138113339471865
work,score=0.137962683175089
cd,score=0.135362306099976
starting,score=0.134972062192584
willing,score=0.133962725745552
cards,score=0.133578184306474
devil,score=0.133294053035917
discovered,score=0.132902280259113
medicine,score=0.132761524399918
80%,score=0.131401904883879
market,score=0.131401904883879
cracks,score=0.131401904883879
juss,score=0.131401904883879
maintenance,score=0.131401904883879
saint,score=0.131401904883879
mainly,score=0.131401904883879
snowboarding,score=0.131401904883879
9th,score=0.131401904883879
600,score=0.131401904883879
cheek,score=0.131401904883879
italy,score=0.131401904883879
muscle,score=0.131401904883879
arts,score=0.131401904883879
tower,score=0.131401904883879
