#westbank,score=1.95195360556393
#apprehension,score=1.95195360556393
#su4mh,score=1.95195360556393
flops,score=0.460298728786215
#motivated,score=0.460298728786215
#endoftheworld,score=0.460298728786215
mocks,score=0.460298728786215
jewelry,score=0.460298728786215
potential,score=0.459437031188734
reports,score=0.459049509385783
mon,score=0.458413714090444
causing,score=0.457178601449971
loading,score=0.456459952479049
achieve,score=0.456459952479049
bee,score=0.455311187275176
horrific,score=0.455311187275176
revision,score=0.455070484421685
attacked,score=0.453741328240056
apartment,score=0.452718833263446
bread,score=0.451248893266297
explode,score=0.450883729851613
meet,score=0.450729277770064
alarm,score=0.450537908522518
pray,score=0.449184253447673
bathtub,score=0.447876208787658
78,score=0.447876208787658
psychic,score=0.447876208787658
fiction,score=0.447876208787658
earring,score=0.447876208787658
25th,score=0.447876208787658
streets,score=0.447876208787658
fyi,score=0.447876208787658
arrival,score=0.447876208787658
strive,score=0.447876208787658
24hrs,score=0.447876208787658
nelson,score=0.447876208787658
sidewalk,score=0.447876208787658
demon,score=0.447876208787658
ins,score=0.447876208787658
#dying,score=0.447876208787658
qualify,score=0.447876208787658
insists,score=0.447876208787658
armed,score=0.447876208787658
increasing,score=0.447876208787658
stuffing,score=0.447876208787658
emailed,score=0.447876208787658
possibilities,score=0.447876208787658
military,score=0.447876208787658
various,score=0.447876208787658
flickering,score=0.447876208787658
repeated,score=0.447876208787658
contagious,score=0.447876208787658
93,score=0.447876208787658
hahahahah,score=0.447876208787658
element,score=0.447876208787658
26th,score=0.447876208787658
assist,score=0.447876208787658
shaun,score=0.447876208787658
shield,score=0.447876208787658
college,score=0.445811159008888
less,score=0.444397944411333
tuesday,score=0.444239841144274
classes,score=0.443935871575735
find,score=0.44314897987936
friday,score=0.442959997768651
causes,score=0.442045288476865
con,score=0.442045288476865
gate,score=0.441361527766464
#shopping,score=0.440496101490035
skip,score=0.440496101490035
brain,score=0.4403855370585
physically,score=0.440154162693748
draft,score=0.439971029280545
medical,score=0.439971029280545
zombie,score=0.439971029280545
spinning,score=0.439365519119749
rejected,score=0.437825872934156
tease,score=0.437825872934156
vehicle,score=0.437825872934156
orlando,score=0.435606116195843
maps,score=0.435606116195843
lists,score=0.435606116195843
vom,score=0.435606116195843
easter,score=0.435606116195843
quickly,score=0.435257744828446
chief,score=0.434082886655322
grab,score=0.432972803285083
jo,score=0.432127851819519
39,score=0.432127851819519
830,score=0.432127851819519
meeee,score=0.432127851819519
erased,score=0.432127851819519
os,score=0.432127851819519
audience,score=0.432127851819519
sh,score=0.432127851819519
pursue,score=0.432127851819519
mumbai,score=0.432127851819519
ruby,score=0.432127851819519
editor,score=0.432127851819519
landlord,score=0.432127851819519
servers,score=0.432127851819519
stairs,score=0.429527070119461
psycho,score=0.429527070119461
depends,score=0.429527070119461
flew,score=0.428458122930556
excited,score=0.428259375041598
start,score=0.428058731996414
november,score=0.426733772213849
hospital,score=0.426660369637385
heart,score=0.426048805743136
reminding,score=0.425897302068883
alice,score=0.425897302068883
balloons,score=0.425897302068883
week,score=0.424995153962091
#thinking,score=0.421765064783972
winding,score=0.420477234599543
holder,score=0.420477234599543
6pm,score=0.420477234599543
#lost,score=0.420477234599543
motivate,score=0.420477234599543
woop,score=0.420477234599543
thoughts,score=0.420096644680582
remote,score=0.419947433262648
calc,score=0.41947673426596
alarms,score=0.419055770252166
lacrosse,score=0.418023245637977
horribly,score=0.418023245637977
realization,score=0.418023245637977
bama,score=0.416623665283553
steps,score=0.416127510473077
july,score=0.415086385964667
defo,score=0.414618987031175
laser,score=0.411508564616783
tonsils,score=0.411508564616783
sketch,score=0.411508564616783
helpless,score=0.411508564616783
froze,score=0.411508564616783
#collegeprobs,score=0.411508564616783
uhhhh,score=0.411508564616783
equally,score=0.411508564616783
warned,score=0.411508564616783
electricity,score=0.411508564616783
agony,score=0.411508564616783
positions,score=0.411508564616783
cleaners,score=0.411508564616783
incomplete,score=0.411508564616783
state,score=0.411508564616783
hull,score=0.411508564616783
gt,score=0.411508564616783
madison,score=0.411508564616783
fiscal,score=0.411508564616783
vicky,score=0.411508564616783
phoned,score=0.411508564616783
docs,score=0.411508564616783
#tension,score=0.411508564616783
#madness,score=0.411508564616783
stroke,score=0.411508564616783
marshall,score=0.411508564616783
ure,score=0.411508564616783
heading,score=0.410393115532917
mark,score=0.409848813198418
feelin,score=0.409409927959862
enemy,score=0.409207067628504
1/2,score=0.407756214998232
bleed,score=0.407054214267403
flashing,score=0.407054214267403
19,score=0.406757961858185
near,score=0.40629569442825
wondering,score=0.40620351238709
signing,score=0.406029098852157
planning,score=0.405036050111166
studied,score=0.404391096847919
carol,score=0.404391096847919
#walkingdead,score=0.404391096847919
#night,score=0.404391096847919
suffering,score=0.404391096847919
com,score=0.404391096847919
29,score=0.403140314946266
university,score=0.402619617199537
#death,score=0.402334188340742
51,score=0.401356193152765
neil,score=0.401356193152765
googling,score=0.401356193152765
payday,score=0.401356193152765
possession,score=0.401356193152765
firm,score=0.401356193152765
blinking,score=0.401356193152765
tucked,score=0.401356193152765
800,score=0.401356193152765
hobo,score=0.401356193152765
sixth,score=0.401356193152765
maximum,score=0.401356193152765
gah,score=0.39967410696978
mason,score=0.398605159780875
#nerd,score=0.398605159780875
consequences,score=0.398605159780875
fifth,score=0.398605159780875
campaign,score=0.398605159780875
dresses,score=0.398605159780875
assume,score=0.397865788212996
launch,score=0.397323929624827
list,score=0.397036532008249
slightly,score=0.396582914400107
feeling,score=0.396353055762157
arghhh,score=0.393808987517382
philly,score=0.393808987517382
screamed,score=0.393808987517382
cali,score=0.393808987517382
#gop,score=0.393808987517382
waits,score=0.393808987517382
agenda,score=0.393808987517382
#world,score=0.393808987517382
hoop,score=0.393808987517382
#dance,score=0.393808987517382
verge,score=0.393808987517382
tmrw,score=0.393808987517382
dealt,score=0.393808987517382
lined,score=0.393808987517382
thinking,score=0.391167218729791
updating,score=0.389768577980377
pace,score=0.389768577980377
5am,score=0.389768577980377
closes,score=0.389768577980377
crawl,score=0.389768577980377
thankfully,score=0.387978067206589
attached,score=0.387978067206589
roughly,score=0.387978067206589
apply,score=0.386967455700665
thus,score=0.386318315788224
#pride,score=0.386318315788224
brazil,score=0.385533078213522
schools,score=0.384285106006127
wi,score=0.383337687650087
defeat,score=0.383337687650087
cells,score=0.383337687650087
army,score=0.383337687650087
forward,score=0.382925231467708
ordering,score=0.381355526446095
please,score=0.381028598713827
begin,score=0.380889706011447
tummy,score=0.380736905950029
procrastinating,score=0.379556964810181
defend,score=0.379556964810181
transfer,score=0.379556964810181
keys,score=0.379179677501423
mask,score=0.378447702355895
camp,score=0.378447702355895
shuttle,score=0.376417244805513
blackout,score=0.376417244805513
temporary,score=0.376417244805513
threaten,score=0.376417244805513
vomiting,score=0.376417244805513
hairspray,score=0.376417244805513
#badass,score=0.376417244805513
roger,score=0.376417244805513
remembers,score=0.376417244805513
setup,score=0.376417244805513
40%,score=0.376417244805513
release,score=0.375944989779026
summer,score=0.375268479601639
meeting,score=0.374604007681332
checks,score=0.373768236633936
brutal,score=0.373768236633936
avoid,score=0.373423230592908
election,score=0.372856410182504
ring,score=0.372038132396153
los,score=0.371503230003084
#go,score=0.371503230003084
enter,score=0.371503230003084
disconnected,score=0.371503230003084
sins,score=0.371503230003084
prediction,score=0.371503230003084
curtains,score=0.371503230003084
percentage,score=0.371503230003084
t_t,score=0.371503230003084
flooding,score=0.371503230003084
melting,score=0.371503230003084
dome,score=0.371503230003084
slept,score=0.370915167651529
#thankgod,score=0.369544365517751
september,score=0.369544365517751
base,score=0.369544365517751
warn,score=0.367833501114121
plugged,score=0.367833501114121
5k,score=0.367833501114121
wheres,score=0.367833501114121
report,score=0.36645590067584
7th,score=0.365863057126823
season,score=0.365772555294099
drops,score=0.36550521135453
visits,score=0.36498854898189
crystal,score=0.36498854898189
topic,score=0.36498854898189
tesco,score=0.36498854898189
#benghazi,score=0.36498854898189
5pm,score=0.36498854898189
loop,score=0.36498854898189
review,score=0.364494599848607
depression,score=0.364177189911011
running,score=0.364150255697825
before,score=0.363925966807471
chapter,score=0.363134980332567
permanent,score=0.362718400447351
hundreds,score=0.362718400447351
options,score=0.360864831798028
cabin,score=0.360864831798028
contest,score=0.360864831798028
shipping,score=0.360864831798028
months,score=0.360794953037649
ghost,score=0.360060002780741
eventful,score=0.359322811446213
contemplating,score=0.359322811446213
track,score=0.358484096308563
experiences,score=0.358019879665797
22,score=0.358019879665797
welp,score=0.358019879665797
lets,score=0.357192407545764
giant,score=0.356904430581931
shadow,score=0.356904430581931
ace,score=0.356904430581931
result,score=0.356567446585482
handed,score=0.355938713461972
sittin,score=0.355938713461972
cards,score=0.355502888656643
october,score=0.355094475336692
paris,score=0.354350150776834
drives,score=0.354010072555567
monday,score=0.353172987603819
appear,score=0.353097802460369
decision,score=0.352986992997127
accident,score=0.351444323874133
hungover,score=0.351249373098586
powerful,score=0.34995067161735
needs,score=0.349620518753576
#please,score=0.348988207635449
kills,score=0.347792750230675
dream,score=0.347037177848677
leaving,score=0.346626695836354
moment,score=0.34470687450503
moving,score=0.343966019707478
printer,score=0.342515693129832
noooooo,score=0.342515693129832
sooooooo,score=0.342515693129832
assistant,score=0.342515693129832
breath,score=0.342515693129832
#nba,score=0.342515693129832
surfing,score=0.342515693129832
shell,score=0.342515693129832
dc,score=0.342515693129832
process,score=0.342515693129832
pass,score=0.342515693129832
absence,score=0.342515693129832
gran,score=0.342515693129832
earrings,score=0.342515693129832
arena,score=0.342515693129832
brake,score=0.342515693129832
pins,score=0.342515693129832
increases,score=0.342515693129832
laura,score=0.342515693129832
shelter,score=0.342515693129832
varsity,score=0.342515693129832
#politics,score=0.342515693129832
penguin,score=0.342515693129832
pit,score=0.342515693129832
suggested,score=0.342515693129832
clearing,score=0.342515693129832
goods,score=0.342515693129832
#busy,score=0.342515693129832
hp,score=0.342515693129832
accounting,score=0.342515693129832
ooooo,score=0.342515693129832
11th,score=0.342515693129832
creature,score=0.342515693129832
#revision,score=0.342515693129832
effective,score=0.342515693129832
believing,score=0.342515693129832
52,score=0.342515693129832
#dreams,score=0.342515693129832
cakes,score=0.342515693129832
backed,score=0.342515693129832
printing,score=0.342515693129832
sorts,score=0.342515693129832
flags,score=0.342515693129832
delayed,score=0.342515693129832
wk,score=0.342515693129832
independent,score=0.342515693129832
11am,score=0.342515693129832
practicing,score=0.342515693129832
location,score=0.342515693129832
rehearsal,score=0.342515693129832
shorter,score=0.342515693129832
scheduled,score=0.342515693129832
sms,score=0.342515693129832
locking,score=0.342515693129832
59,score=0.342515693129832
lisa,score=0.342515693129832
h&amp,score=0.342515693129832
blocks,score=0.342515693129832
trap,score=0.342515693129832
reaching,score=0.342515693129832
seahawks,score=0.342515693129832
gentle,score=0.342515693129832
resting,score=0.342515693129832
#friday,score=0.342515693129832
#thatmomentwhen,score=0.342515693129832
80s,score=0.342515693129832
apparent,score=0.342515693129832
drawer,score=0.342515693129832
pointed,score=0.342515693129832
scars,score=0.342515693129832
yet,score=0.341721306751502
omg,score=0.340597533973928
gas,score=0.339816636160666
almost,score=0.339147876619716
anywhere,score=0.336897700825608
aye,score=0.335398225360968
move,score=0.334011035206997
ah,score=0.33393194943844
assignment,score=0.333666077852849
cnt,score=0.333036949175288
bake,score=0.333036949175288
seek,score=0.33081965336664
recovery,score=0.33081965336664
clock,score=0.330415286195744
cases,score=0.330093173131274
00,score=0.329830533602516
major,score=0.32969500470077
starting,score=0.329556548487326
pumped,score=0.329270466379811
convince,score=0.328331058137875
mode,score=0.327627080636081
drown,score=0.327248220999043
monsters,score=0.325986391178621
wrapped,score=0.325986391178621
debit,score=0.325986391178621
mouse,score=0.325986391178621
sleep,score=0.325870951063053
#success,score=0.32551811676126
filling,score=0.325273886695325
experiencing,score=0.324497187627153
ish,score=0.324497187627153
escape,score=0.324497187627153
asda,score=0.324497187627153
2day,score=0.323647208825449
jumped,score=0.323647208825449
mall,score=0.323422034314252
#college,score=0.323191420303429
losing,score=0.322862755228438
damage,score=0.322713065833652
counts,score=0.322713065833652
returning,score=0.322713065833652
=/,score=0.322713065833652
fuel,score=0.322713065833652
#misshim,score=0.322713065833652
//,score=0.322713065833652
powers,score=0.322713065833652
kicks,score=0.321681606226989
maintenance,score=0.320536786411056
calming,score=0.320536786411056
snowboarding,score=0.320536786411056
liars,score=0.320536786411056
washer,score=0.320536786411056
liberty,score=0.320536786411056
educated,score=0.320536786411056
led,score=0.319258830965564
jan,score=0.318799166512515
crown,score=0.31782308053946
knocks,score=0.31782308053946
43,score=0.31782308053946
fringe,score=0.31782308053946
sketchy,score=0.31782308053946
noodle,score=0.31782308053946
dropping,score=0.316198384812458
yeh,score=0.316198384812458
scholarship,score=0.316198384812458
fever,score=0.315608240209907
lid,score=0.314344816163135
glasgow,score=0.314344816163135
throwback,score=0.314344816163135
encounter,score=0.314344816163135
vending,score=0.314344816163135
flood,score=0.314344816163135
aliens,score=0.314344816163135
bane,score=0.314344816163135
weapon,score=0.314344816163135
completed,score=0.314344816163135
70%,score=0.314344816163135
citizen,score=0.314344816163135
coast,score=0.313316538437569
suddenly,score=0.313316538437569
strangers,score=0.312956890888287
tracks,score=0.312956890888287
rate,score=0.31266272998015
somethings,score=0.312210343634503
#xmas,score=0.312210343634503
blood,score=0.311129379309161
sent,score=0.310967335394906
code,score=0.310766994815251
bottle,score=0.310080417376678
next,score=0.309937420974014
sleepover,score=0.309725870306841
waitress,score=0.309725870306841
starter,score=0.309725870306841
#dog,score=0.309725870306841
shoved,score=0.309725870306841
quicker,score=0.309725870306841
clark,score=0.309725870306841
#thanksgiving,score=0.309725870306841
#self,score=0.309725870306841
eager,score=0.309725870306841
roach,score=0.309725870306841
toward,score=0.309725870306841
guests,score=0.309725870306841
pittsburgh,score=0.309725870306841
optimistic,score=0.309725870306841
#ravens,score=0.309725870306841
#noworries,score=0.309725870306841
masters,score=0.309725870306841
ballet,score=0.309725870306841
slip,score=0.307830135141942
tonite,score=0.307830135141942
beginning,score=0.307041304936172
rally,score=0.306797610527752
director,score=0.306797610527752
convinced,score=0.306797610527752
ni,score=0.306797610527752
#thewalkingdead,score=0.305701720007115
creepy,score=0.305128161058211
mixed,score=0.304233506558815
seminar,score=0.30329497997655
#old,score=0.30329497997655
finna,score=0.30329497997655
eastern,score=0.30329497997655
started,score=0.302324812546586
access,score=0.300551494030799
whom,score=0.300551494030799
downton,score=0.300551494030799
knocking,score=0.300551494030799
afternoon,score=0.300034698153664
12th,score=0.299030581190093
periods,score=0.299030581190093
japan,score=0.299030581190093
races,score=0.299030581190093
fitness,score=0.299030581190093
44,score=0.299030581190093
proposal,score=0.299030581190093
tommorow,score=0.299030581190093
afterwards,score=0.299030581190093
date,score=0.297786448246715
knowing,score=0.297459198512448
ahead,score=0.297240471067844
maths,score=0.297132687282014
gifts,score=0.296706157098537
skiing,score=0.296530579888008
eve,score=0.296374537131976
rooms,score=0.29536891470413
protector,score=0.293725528960399
greatly,score=0.293725528960399
commentary,score=0.293725528960399
dreaming,score=0.293725528960399
eva,score=0.293725528960399
fall,score=0.292792257777401
en,score=0.29236590944436
realise,score=0.29071619776969
spilled,score=0.29055595419912
tablet,score=0.29055595419912
feedback,score=0.289405867815883
among,score=0.289405867815883
2am,score=0.289405867815883
semi,score=0.28881151415797
current,score=0.28881151415797
fire,score=0.288626899908918
function,score=0.288448471859556
visit,score=0.287935124825695
defending,score=0.286945841975021
mock,score=0.286945841975021
#accomplished,score=0.286945841975021
#phone,score=0.286945841975021
bold,score=0.286945841975021
hmmmmm,score=0.286945841975021
areas,score=0.286945841975021
flyers,score=0.286945841975021
#crap,score=0.286945841975021
dripping,score=0.286945841975021
drop,score=0.285937878982716
health,score=0.285548868523154
confused,score=0.285357279289883
planned,score=0.285044339215353
thunder,score=0.284945841308354
bikini,score=0.284246785005856
erm,score=0.284246785005856
uploaded,score=0.284246785005856
courses,score=0.284246785005856
sooooo,score=0.283808092303054
creative,score=0.283426776759825
trip,score=0.282899983455477
biggest,score=0.282601943741737
switch,score=0.282451452387181
wreck,score=0.282296833136777
creeping,score=0.281891071313397
21,score=0.280957800130398
quick,score=0.279932206828064
bay,score=0.27797717199226
alaska,score=0.27797717199226
#3,score=0.27797717199226
foods,score=0.27797717199226
packages,score=0.27797717199226
57,score=0.27797717199226
department,score=0.27797717199226
franklin,score=0.27797717199226
lens,score=0.27797717199226
#math,score=0.27797717199226
darker,score=0.27797717199226
#growingup,score=0.27797717199226
announced,score=0.27797717199226
conscious,score=0.27797717199226
sf,score=0.27797717199226
percent,score=0.27797717199226
deliver,score=0.27797717199226
cnn,score=0.27797717199226
term,score=0.27797717199226
#idk,score=0.27797717199226
crimes,score=0.27797717199226
ave,score=0.27797717199226
supporter,score=0.27797717199226
tasks,score=0.27797717199226
essential,score=0.27797717199226
strength,score=0.276453942451739
struggling,score=0.275824318631159
killing,score=0.275630303982445
strip,score=0.274307443103298
orders,score=0.274307443103298
signed,score=0.273953021692535
gear,score=0.272989630481221
jeep,score=0.272311434456583
fo,score=0.272311434456583
joys,score=0.272311434456583
forecast,score=0.272311434456583
routine,score=0.271419771446101
thinkin,score=0.271419771446101
plz,score=0.270195031550205
aching,score=0.270195031550205
atl,score=0.270195031550205
garage,score=0.270195031550205
economy,score=0.270195031550205
#argh,score=0.270195031550205
bug,score=0.269566693483664
position,score=0.269393428300869
nyc,score=0.269393428300869
website,score=0.268827977338672
msg,score=0.26840772097611
snowed,score=0.26840772097611
emotionally,score=0.26840772097611
ship,score=0.26840772097611
queue,score=0.26840772097611
set,score=0.26690851918307
killer,score=0.266878278924212
land,score=0.266529786151909
counted,score=0.265554651993703
heavily,score=0.265554651993703
advance,score=0.265554651993703
metal,score=0.265554651993703
paradise,score=0.265554651993703
attending,score=0.265554651993703
shipped,score=0.265554651993703
job,score=0.264698670773024
january,score=0.26455415166012
villa,score=0.263378372571108
knife,score=0.263378372571108
highway,score=0.263378372571108
immediately,score=0.263003630202098
#firstworldproblems,score=0.262472985456295
reveal,score=0.262472985456295
backs,score=0.262472985456295
sociology,score=0.261663596500737
desperate,score=0.261663596500737
essex,score=0.260277594892859
wiz,score=0.260277594892859
austin,score=0.260277594892859
jut,score=0.260277594892859
sparks,score=0.260277594892859
kc,score=0.260277594892859
tabs,score=0.260277594892859
ac,score=0.260277594892859
casual,score=0.260277594892859
writer,score=0.260277594892859
swallow,score=0.260277594892859
gatorade,score=0.260277594892859
shortly,score=0.260277594892859
rides,score=0.260277594892859
dawg,score=0.260277594892859
gettin,score=0.259912164594621
jump,score=0.259872818526272
16,score=0.259566610149081
hunt,score=0.25913408419078
remembered,score=0.25843257591929
central,score=0.258174544696081
#sotired,score=0.257357884789525
reporting,score=0.257357884789525
volunteer,score=0.257357884789525
cotton,score=0.257357884789525
minnesota,score=0.257357884789525
#need,score=0.257357884789525
assault,score=0.257357884789525
viewing,score=0.257357884789525
important,score=0.256470966771297
virginia,score=0.255504316140202
detail,score=0.255504316140202
inbox,score=0.255504316140202
where,score=0.25519714366044
sheep,score=0.254223085984153
minor,score=0.254223085984153
coverage,score=0.254223085984153
ordered,score=0.254047045142223
dreams,score=0.253962295788386
dexter,score=0.253284559401889
closing,score=0.253284559401889
crashing,score=0.253284559401889
discuss,score=0.253284559401889
jason,score=0.252567456466892
senior,score=0.252001685589
mentioned,score=0.251543914924105
championship,score=0.251165914541604
texas,score=0.249321916231884
coursework,score=0.249227758706274
setting,score=0.249062524072719
biology,score=0.248922251944561
#reality,score=0.247205513325507
loo,score=0.247205513325507
showering,score=0.247205513325507
pats,score=0.247205513325507
comforting,score=0.247205513325507
dresser,score=0.247205513325507
climb,score=0.247205513325507
variety,score=0.247205513325507
deaths,score=0.247205513325507
mia,score=0.247205513325507
17th,score=0.247205513325507
eu,score=0.247205513325507
dvds,score=0.247205513325507
tagged,score=0.247205513325507
ian,score=0.247205513325507
entirely,score=0.247205513325507
wisdom,score=0.247205513325507
velvet,score=0.247205513325507
odds,score=0.247205513325507
thrilled,score=0.247205513325507
stalk,score=0.247205513325507
reset,score=0.247205513325507
steady,score=0.247205513325507
backing,score=0.247205513325507
hears,score=0.247205513325507
#children,score=0.247205513325507
#obama,score=0.247205513325507
attempts,score=0.247205513325507
champagne,score=0.247205513325507
script,score=0.247205513325507
troubles,score=0.247205513325507
excitement,score=0.244277253546418
check,score=0.242313687954252
east,score=0.242167719295549
ran,score=0.241744003299985
kinds,score=0.241163198869544
hours,score=0.241057749788171
chasing,score=0.240236844009413
locked,score=0.239959104804739
papers,score=0.239781574254224
rings,score=0.239443507990017
pulls,score=0.238975014188991
tackle,score=0.238975014188991
buzz,score=0.238975014188991
shy,score=0.238975014188991
maker,score=0.238975014188991
cant,score=0.237290093824072
colored,score=0.237155177472005
cleaner,score=0.237155177472005
hometown,score=0.237155177472005
shall,score=0.237155177472005
glue,score=0.237155177472005
chem,score=0.236770636032927
haven,score=0.236718710663832
race,score=0.236477441085508
mexico,score=0.235905958071573
conference,score=0.235905958071573
idk,score=0.234719122674124
clocks,score=0.234302108489599
#impossible,score=0.234302108489599
predicted,score=0.234302108489599
meee,score=0.234302108489599
figuring,score=0.234302108489599
wack,score=0.234302108489599
progress,score=0.234302108489599
#nojoke,score=0.234302108489599
blizzard,score=0.234302108489599
quietly,score=0.234302108489599
equipment,score=0.234302108489599
suit,score=0.234302108489599
wot,score=0.234302108489599
atlanta,score=0.234302108489599
nashville,score=0.234302108489599
gimme,score=0.234302108489599
trained,score=0.234302108489599
prevent,score=0.234302108489599
screams,score=0.234302108489599
airing,score=0.234302108489599
learnt,score=0.232953490618305
meteor,score=0.232167635960966
passing,score=0.232167635960966
couldnt,score=0.231653100318022
fog,score=0.231290058019607
sales,score=0.23081170354983
exactly,score=0.229701014516232
few,score=0.229391695163631
destination,score=0.229187007822828
25,score=0.229187007822828
torture,score=0.229187007822828
booking,score=0.229187007822828
drive,score=0.22893728875548
struggle,score=0.227912310390828
speaking,score=0.226443521877077
response,score=0.226152104127674
battle,score=0.225499234743644
oh,score=0.225222816998217
microsoft,score=0.224732657473448
any1,score=0.224732657473448
prize,score=0.224732657473448
ga,score=0.224732657473448
upside,score=0.224732657473448
magically,score=0.224732657473448
collect,score=0.224732657473448
commute,score=0.224732657473448
sale,score=0.223766940353489
amazon,score=0.223563750268466
itself,score=0.223373037957408
road,score=0.222618491781113
anti,score=0.221563082712169
uni,score=0.221249291589883
w/o,score=0.220818758152312
rough,score=0.219913371037499
case,score=0.21886198442468
prior,score=0.217352550175826
ar,score=0.217352550175826
portland,score=0.217352550175826
fianc,score=0.217352550175826
deadly,score=0.217352550175826
spotted,score=0.217352550175826
san,score=0.217352550175826
southern,score=0.217352550175826
statements,score=0.217352550175826
thai,score=0.217352550175826
types,score=0.217352550175826
mission,score=0.217352550175826
disturbed,score=0.217352550175826
jose,score=0.217352550175826
monkeys,score=0.217352550175826
grim,score=0.217352550175826
workshop,score=0.217352550175826
gender,score=0.217352550175826
ahaha,score=0.217352550175826
econ,score=0.217352550175826
developing,score=0.217352550175826
morn,score=0.217352550175826
dozen,score=0.217352550175826
scout,score=0.217352550175826
threatened,score=0.217352550175826
informed,score=0.217352550175826
pack,score=0.215763987490688
imagine,score=0.215253913518904
run,score=0.215163812876426
sometime,score=0.215002372830872
oil,score=0.214682321619947
gona,score=0.214261357606153
tattoos,score=0.213682821286863
able,score=0.212672073584494
clients,score=0.211487430723427
cage,score=0.211487430723427
10am,score=0.211487430723427
practices,score=0.211487430723427
faith,score=0.211487430723427
shutting,score=0.211487430723427
appears,score=0.210455971116765
knee,score=0.210204556910538
under,score=0.210026510083753
#sleep,score=0.210026510083753
australia,score=0.210026510083753
come,score=0.209638394064005
trunk,score=0.208984300505309
eyebrow,score=0.208984300505309
heartbeat,score=0.208984300505309
shifts,score=0.208984300505309
outlet,score=0.208984300505309
relatives,score=0.208984300505309
loose,score=0.208512713606684
ends,score=0.207596375230461
woke,score=0.207428418092727
nooooo,score=0.20671415197077
americans,score=0.20671415197077
fml,score=0.20671415197077
#desperate,score=0.20671415197077
cray,score=0.205656510412634
christmas,score=0.203121654809446
market,score=0.202753750754673
global,score=0.202753750754673
gunna,score=0.202753750754673
mega,score=0.202753750754673
suspicious,score=0.202753750754673
logged,score=0.202753750754673
jumper,score=0.202753750754673
resist,score=0.202753750754673
grinding,score=0.202753750754673
killed,score=0.201144739948972
birds,score=0.200685497690614
na,score=0.200199470949576
ty,score=0.200199470949576
exhausted,score=0.200199470949576
path,score=0.199859392728308
#party,score=0.199414849489158
ughhhh,score=0.199414849489158
oops,score=0.198808972463656
vocab,score=0.197934464318724
opener,score=0.197934464318724
elected,score=0.197934464318724
luckily,score=0.197934464318724
numbers,score=0.197934464318724
needing,score=0.197934464318724
training,score=0.196718067136749
basic,score=0.196561780506752
effects,score=0.196561780506752
farm,score=0.196561780506752
might,score=0.195574613595391
pa,score=0.195533502781186
ten,score=0.194879694323767
web,score=0.194095688011558
#thatawkwardmoment,score=0.194095688011558
streaming,score=0.194095688011558
terribly,score=0.194095688011558
mid,score=0.193138292055231
going,score=0.193037144990175
gray,score=0.190965795002631
#always,score=0.190965795002631
heavy,score=0.190965795002631
hadn,score=0.18960802154217
gonna,score=0.188938100639324
tires,score=0.188365013302573
polite,score=0.188365013302573
85,score=0.188365013302573
#justsayin,score=0.188365013302573
csi,score=0.188365013302573
ow,score=0.188365013302573
opposed,score=0.188365013302573
#change,score=0.188365013302573
wana,score=0.188365013302573
wig,score=0.188365013302573
expects,score=0.188365013302573
#thoughtsinthehallway,score=0.188365013302573
bat,score=0.188365013302573
francis,score=0.188365013302573
las,score=0.188365013302573
deciding,score=0.188365013302573
#useless,score=0.188365013302573
exhausting,score=0.188365013302573
#dead,score=0.188365013302573
files,score=0.188365013302573
murders,score=0.188365013302573
shakespeare,score=0.188365013302573
yesss,score=0.184291687914937
carolina,score=0.184291687914937
braces,score=0.184291687914937
treatment,score=0.184291687914937
inspire,score=0.184291687914937
wayyy,score=0.184291687914937
#jealousy,score=0.184291687914937
hype,score=0.184291687914937
vacation,score=0.183804001975011
trailer,score=0.183183654560576
mins,score=0.182173043054652
bedroom,score=0.182173043054652
closet,score=0.181934122972283
tonights,score=0.181247545533709
pointing,score=0.181247545533709
tellin,score=0.181247545533709
moore,score=0.181247545533709
intelligence,score=0.181247545533709
imagination,score=0.181247545533709
#2,score=0.181247545533709
revolution,score=0.181247545533709
uhhh,score=0.181247545533709
wherever,score=0.181247545533709
casually,score=0.179996763632057
ups,score=0.178886269348029
coincidence,score=0.178886269348029
idea,score=0.178886269348029
train,score=0.178376455419067
dark,score=0.178321520928433
trains,score=0.177585879047746
degree,score=0.177585879047746
goes,score=0.177514997278508
knowledge,score=0.177001254652258
twelve,score=0.177001254652258
freezes,score=0.177001254652258
korea,score=0.177001254652258
quarter,score=0.177001254652258
niece,score=0.177001254652258
london,score=0.17676256268311
halfway,score=0.176194477682318
11,score=0.1760423285759
clue,score=0.174180378310617
necklace,score=0.174180378310617
wardrobe,score=0.174180378310617
die,score=0.173997479361776
experience,score=0.17369482355478
reckon,score=0.173097541171785
loan,score=0.173097541171785
2013,score=0.172744215490165
monster,score=0.172170327382593
search,score=0.172170327382593
assignments,score=0.171754958736953
helpful,score=0.171367436934002
council,score=0.171367436934002
range,score=0.171367436934002
florida,score=0.170889425452625
33,score=0.170665436203172
essays,score=0.170346507799895
first,score=0.170286626484644
26,score=0.168162305985054
35,score=0.168162305985054
#1,score=0.168162305985054
halloween,score=0.167798735721096
santa,score=0.167798735721096
cop,score=0.167466895664957
board,score=0.167311604104741
forgot,score=0.16719533179486
opportunity,score=0.166625026666167
happening,score=0.165628932321834
doors,score=0.164708816690403
worst,score=0.164275774655525
insane,score=0.163746537940245
holy,score=0.163672400712202
