#agitated,score=1.42991541495012
#roar,score=1.42991541495012
shoe,score=0.577944648863523
chewed,score=0.57713808879829
shipping,score=0.576425584314994
bothering,score=0.576425584314994
robbed,score=0.576425584314994
#ugh,score=0.575648885246822
ticking,score=0.575500086794052
dare,score=0.574454243923755
idgaf,score=0.574249304892399
lane,score=0.574249304892399
locking,score=0.574249304892399
kill,score=0.573983786276088
speed,score=0.57372860714567
#karma,score=0.572465183098898
spilling,score=0.572465183098898
drums,score=0.572465183098898
pumping,score=0.572465183098898
95%,score=0.572465183098898
tagged,score=0.572465183098898
typed,score=0.572465183098898
thier,score=0.572465183098898
hairdresser,score=0.569714149727008
banged,score=0.569714149727008
hypocritical,score=0.569714149727008
slapped,score=0.569714149727008
#confusing,score=0.569714149727008
complained,score=0.569714149727008
sideways,score=0.569714149727008
baggy,score=0.569714149727008
spots,score=0.569714149727008
bruised,score=0.56769190434624
venting,score=0.56769190434624
strongly,score=0.56769190434624
cable,score=0.566869197594776
mph,score=0.564917977463515
damm,score=0.564917977463515
tym,score=0.564917977463515
equation,score=0.564917977463515
broadcasting,score=0.564917977463515
conditioner,score=0.564917977463515
jumpers,score=0.564917977463515
advisor,score=0.564917977463515
singin,score=0.564917977463515
automated,score=0.564917977463515
zones,score=0.564917977463515
flats,score=0.564917977463515
shouted,score=0.564917977463515
#hypocrite,score=0.564917977463515
quinn,score=0.564917977463515
resisting,score=0.564917977463515
#cantdeal,score=0.564917977463515
eyeball,score=0.564917977463515
holmes,score=0.564917977463515
mps,score=0.564917977463515
gums,score=0.564917977463515
bugging,score=0.564917977463515
shutting,score=0.564917977463515
seekers,score=0.564917977463515
nerves,score=0.564468236057238
auto,score=0.56415549172318
copy,score=0.563749070258533
answer,score=0.563564022145496
damned,score=0.562414847245396
pet,score=0.562414847245396
engine,score=0.562414847245396
fix,score=0.561047361627571
sassy,score=0.56087756792651
banking,score=0.56087756792651
#wahh,score=0.56087756792651
brag,score=0.56087756792651
nae,score=0.56087756792651
sum1,score=0.56087756792651
searched,score=0.56087756792651
sarcastic,score=0.56087756792651
construction,score=0.560144698710857
urgh,score=0.560144698710857
cheaper,score=0.559087057152721
choke,score=0.558520002983855
banging,score=0.558076445646798
#fuckit,score=0.558076445646798
tick,score=0.558076445646798
fkn,score=0.558076445646798
kidding,score=0.557966922619472
flipping,score=0.557720002941188
wrist,score=0.556975123949578
mf,score=0.556642068159655
transport,score=0.556386542414046
tired,score=0.55636527486832
bladder,score=0.554446677596219
poison,score=0.554446677596219
murdering,score=0.554446677596219
#serious,score=0.554446677596219
jerks,score=0.554446677596219
gahhh,score=0.554446677596219
parked,score=0.554446677596219
430,score=0.554446677596219
slammed,score=0.554446677596219
#problem,score=0.554446677596219
#lust,score=0.554446677596219
asking,score=0.554446677596219
shittiest,score=0.554446677596219
sprained,score=0.554446677596219
wrecking,score=0.554446677596219
#k,score=0.554446677596219
#girlproblems,score=0.554446677596219
sob,score=0.554446677596219
biscuit,score=0.554446677596219
engineer,score=0.554446677596219
wayyyy,score=0.554446677596219
5mins,score=0.554446677596219
christopher,score=0.554446677596219
password,score=0.553289939468396
24/7,score=0.553103494049752
throat,score=0.551845895896162
#selfish,score=0.551365011058811
scale,score=0.551365011058811
____,score=0.550182278809762
ref,score=0.549992327246839
#traffic,score=0.549556692302027
kors,score=0.547526234751646
cashier,score=0.547526234751646
sewing,score=0.547526234751646
schedules,score=0.547526234751646
spencer,score=0.547011699108701
shitty,score=0.546541498089106
freezing,score=0.545935987928311
tiger,score=0.545712997627465
ignore,score=0.544656792323693
printer,score=0.544396341742718
tele,score=0.544396341742718
ankle,score=0.543864568265682
delete,score=0.543361845171726
yupp,score=0.542612219949216
#lying,score=0.542612219949216
janelle,score=0.542612219949216
windscreen,score=0.542612219949216
$80,score=0.542612219949216
mocking,score=0.542612219949216
conceded,score=0.542612219949216
victorious,score=0.542612219949216
1/4,score=0.542612219949216
stamp,score=0.542612219949216
rearrange,score=0.542612219949216
frankly,score=0.542612219949216
disliked,score=0.542612219949216
#nails,score=0.542612219949216
#tense,score=0.542612219949216
threatened,score=0.542612219949216
#onlyme,score=0.542612219949216
recieved,score=0.542612219949216
faced,score=0.542612219949216
patty,score=0.542612219949216
feck,score=0.542612219949216
criticise,score=0.542612219949216
#bitches,score=0.542612219949216
unions,score=0.542612219949216
mechanics,score=0.542612219949216
turnt,score=0.542612219949216
robots,score=0.542612219949216
builds,score=0.542612219949216
ect,score=0.542612219949216
slot,score=0.542612219949216
quoted,score=0.542612219949216
whispers,score=0.542612219949216
generic,score=0.542612219949216
stefan,score=0.542612219949216
alarm,score=0.542002835408725
charge,score=0.54159853511837
electricity,score=0.54005794014412
hammer,score=0.54005794014412
drives,score=0.539303697493656
sh*t,score=0.538942491060254
slit,score=0.538942491060254
redskins,score=0.538942491060254
#wth,score=0.538942491060254
allergies,score=0.538942491060254
#joke,score=0.537917375645009
mobile,score=0.537917375645009
codes,score=0.536097538928023
smacking,score=0.536097538928023
creepin,score=0.536097538928023
mentioning,score=0.536097538928023
majorly,score=0.536097538928023
diesel,score=0.536097538928023
yday,score=0.536097538928023
harvey,score=0.536097538928023
goto,score=0.536097538928023
dom,score=0.536097538928023
gr,score=0.536097538928023
scheduling,score=0.536097538928023
cancellation,score=0.536097538928023
hanger,score=0.536097538928023
juniors,score=0.536097538928023
lettuce,score=0.536097538928023
illiterate,score=0.536097538928023
#storm,score=0.536097538928023
ignored,score=0.535398482625525
opinions,score=0.534902081523249
selfish,score=0.534678092273796
delayed,score=0.5342439702787
particular,score=0.533827390393483
assuming,score=0.533827390393483
websites,score=0.533827390393483
customer,score=0.533169279148934
___,score=0.532989050257755
rude,score=0.532423765508782
plugs,score=0.531973821744161
fyi,score=0.531973821744161
eater,score=0.531973821744161
cramp,score=0.531973821744161
munch,score=0.531973821744161
instructions,score=0.531973821744161
barber,score=0.531973821744161
mk,score=0.531973821744161
#painful,score=0.531973821744161
copies,score=0.531973821744161
joke,score=0.531505108353812
stuck,score=0.531132424975969
respond,score=0.531099313599228
#sarcasm,score=0.530719116435264
chapstick,score=0.530431801392345
upgrade,score=0.530431801392345
89,score=0.529128869611929
deliver,score=0.529128869611929
mattress,score=0.529128869611929
electronics,score=0.529128869611929
speeding,score=0.529128869611929
#headache,score=0.528366964813167
iphones,score=0.527676436531614
messed,score=0.527047703408105
#crap,score=0.527047703408105
f*ck,score=0.527047703408105
glitter,score=0.526203465282824
headphones,score=0.525894775667778
retweet,score=0.523747690707413
waited,score=0.523428683172585
ripped,score=0.521877824832685
updating,score=0.521656854773228
prank,score=0.521656854773228
emails,score=0.520097197581582
push,score=0.519044750545303
why,score=0.517737433743787
freakin,score=0.517553961215854
ignorant,score=0.515461230883266
uv,score=0.513624683075964
stinkin,score=0.513624683075964
heathrow,score=0.513624683075964
bakery,score=0.513624683075964
shedding,score=0.513624683075964
#whatever,score=0.513624683075964
rewind,score=0.513624683075964
stored,score=0.513624683075964
toon,score=0.513624683075964
overly,score=0.513624683075964
affection,score=0.513624683075964
fs,score=0.513624683075964
satisfy,score=0.513624683075964
narrow,score=0.513624683075964
restrictions,score=0.513624683075964
doh,score=0.513624683075964
coupon,score=0.513624683075964
#confusion,score=0.513624683075964
seatbelt,score=0.513624683075964
eyelash,score=0.513624683075964
#hatelife,score=0.513624683075964
bitched,score=0.513624683075964
#noreason,score=0.513624683075964
#violence,score=0.513624683075964
judgemental,score=0.513624683075964
politically,score=0.513624683075964
it&lt,score=0.513624683075964
posh,score=0.513624683075964
chuffed,score=0.513624683075964
favour,score=0.513624683075964
#disappointment,score=0.513624683075964
#whatswrongwithme,score=0.513624683075964
corrie,score=0.513624683075964
helmet,score=0.513624683075964
2x,score=0.513624683075964
nintendo,score=0.513624683075964
consultation,score=0.513624683075964
deadass,score=0.513624683075964
gtfo,score=0.513624683075964
bottoms,score=0.513624683075964
#unacceptable,score=0.513624683075964
#whathurtsthemost,score=0.513624683075964
hillary,score=0.513624683075964
mario,score=0.513624683075964
str8,score=0.513624683075964
ounce,score=0.513624683075964
renew,score=0.513624683075964
dez,score=0.513624683075964
whipping,score=0.513624683075964
#text,score=0.513624683075964
watery,score=0.513624683075964
towed,score=0.513624683075964
complaints,score=0.513624683075964
scrap,score=0.513624683075964
install,score=0.513624683075964
#done,score=0.513624683075964
granola,score=0.513624683075964
#very,score=0.513624683075964
advised,score=0.513624683075964
chooses,score=0.513624683075964
brutally,score=0.513624683075964
plug,score=0.513624683075964
applies,score=0.513624683075964
disrespected,score=0.513624683075964
napa,score=0.513624683075964
purchases,score=0.513624683075964
otter,score=0.513624683075964
#sickofit,score=0.513624683075964
oliver,score=0.513624683075964
snickers,score=0.513624683075964
angie,score=0.513624683075964
lilly,score=0.513624683075964
magnet,score=0.513624683075964
reread,score=0.513624683075964
versa,score=0.513624683075964
owed,score=0.513624683075964
#out,score=0.513624683075964
steroids,score=0.513624683075964
brody,score=0.513624683075964
#mood,score=0.513624683075964
lmaooo,score=0.513624683075964
usb,score=0.513624683075964
uncontrollable,score=0.513624683075964
nook,score=0.513624683075964
bloated,score=0.513624683075964
processing,score=0.513624683075964
executed,score=0.513624683075964
headband,score=0.513624683075964
smiley,score=0.513624683075964
gloom,score=0.513624683075964
egged,score=0.513624683075964
uppp,score=0.513624683075964
fined,score=0.513624683075964
#fucking,score=0.513624683075964
errr,score=0.513624683075964
deb,score=0.513624683075964
invested,score=0.513624683075964
playstation,score=0.513624683075964
rips,score=0.513624683075964
mb,score=0.513624683075964
hips,score=0.513624683075964
loudest,score=0.513624683075964
knock,score=0.511791501994303
murder,score=0.511476454537674
foul,score=0.509378392194513
therefore,score=0.509190086008098
complicated,score=0.508758493424791
carpet,score=0.507926661961326
fml,score=0.505656513426787
some1,score=0.505656513426787
#drunk,score=0.504966620332849
effin,score=0.504966620332849
sticky,score=0.50414593912142
naps,score=0.50414593912142
arent,score=0.50414593912142
horn,score=0.503153383208669
salty,score=0.503153383208669
mug,score=0.503153383208669
bent,score=0.503153383208669
membership,score=0.503153383208669
retweeting,score=0.503153383208669
noise,score=0.502725392617928
#freezing,score=0.502574846889379
tongue,score=0.500939523548648
nonstop,score=0.500379456325943
notification,score=0.500379456325943
starving,score=0.500379456325943
controlling,score=0.500379456325943
volume,score=0.499096582513054
bb,score=0.499096582513054
indirect,score=0.498357210945176
oblivious,score=0.498357210945176
postponed,score=0.498357210945176
douche,score=0.498357210945176
sucha,score=0.498357210945176
dial,score=0.498357210945176
deleting,score=0.498357210945176
hypocrite,score=0.498357210945176
#fuck,score=0.497751333919674
nuts,score=0.496627106707393
stamps,score=0.495606177573286
maid,score=0.495606177573286
arghh,score=0.495606177573286
coins,score=0.495606177573286
20mins,score=0.495606177573286
promising,score=0.495606177573286
stop,score=0.495566169838452
#notfair,score=0.494454766968244
uggs,score=0.494454766968244
furniture,score=0.493822055779784
ping,score=0.493822055779784
bull,score=0.493822055779784
businesses,score=0.491645776357189
provider,score=0.491645776357189
stiff,score=0.491645776357189
actin,score=0.491645776357189
data,score=0.491645776357189
shoppers,score=0.491645776357189
washer,score=0.491645776357189
steaming,score=0.491645776357189
radiator,score=0.491645776357189
kleenex,score=0.491645776357189
asdfghjkl,score=0.491645776357189
splash,score=0.491645776357189
laps,score=0.491645776357189
ripping,score=0.489908156458648
9am,score=0.489527131496904
instagram,score=0.489377944565402
update,score=0.488932070485593
fools,score=0.488932070485593
#bed,score=0.488932070485593
taxi,score=0.488488709804422
asks,score=0.487463857037292
hatred,score=0.487307374758591
refs,score=0.486956435993803
off,score=0.486766165529361
spells,score=0.485453806109268
duno,score=0.485453806109268
abu,score=0.485453806109268
hahahahahahaha,score=0.485453806109268
#game,score=0.485453806109268
lorry,score=0.485453806109268
cowardly,score=0.485453806109268
usage,score=0.485453806109268
#wait,score=0.485453806109268
scooby,score=0.485453806109268
taping,score=0.485453806109268
#100thingsaboutme,score=0.485453806109268
louie,score=0.485453806109268
nolan,score=0.485453806109268
balm,score=0.485453806109268
neighbourhood,score=0.485453806109268
contracts,score=0.485453806109268
pubs,score=0.485453806109268
45am,score=0.485453806109268
everythings,score=0.485453806109268
amd,score=0.485453806109268
unread,score=0.485453806109268
chomp,score=0.485453806109268
#getout,score=0.485453806109268
tae,score=0.485453806109268
carnage,score=0.485453806109268
tar,score=0.485453806109268
realises,score=0.485453806109268
oooooh,score=0.485453806109268
tit,score=0.485453806109268
reg,score=0.485453806109268
translate,score=0.485453806109268
mindless,score=0.485453806109268
simplest,score=0.485453806109268
disconnect,score=0.485453806109268
blacked,score=0.485453806109268
bedding,score=0.485453806109268
quits,score=0.485453806109268
requests,score=0.485453806109268
bunny,score=0.483771719926283
damnit,score=0.483319333580635
asleep,score=0.482817911433207
batteries,score=0.482534096005933
#sotired,score=0.482534096005933
newsfeed,score=0.482534096005933
complaint,score=0.480834860252973
stock,score=0.479723131400283
runny,score=0.478939125088074
seconds,score=0.478851716320919
silly,score=0.475288534332417
bingo,score=0.474403969922683
chunk,score=0.474403969922683
poured,score=0.474403969922683
airlines,score=0.474403969922683
jammed,score=0.474403969922683
clocks,score=0.474403969922683
expressing,score=0.474403969922683
category,score=0.474403969922683
remotely,score=0.474403969922683
fees,score=0.474403969922683
11pm,score=0.474403969922683
straightening,score=0.474403969922683
tvd,score=0.474403969922683
status,score=0.473825768114149
nail,score=0.473504689286539
expensive,score=0.473273387552397
fixed,score=0.472802688555709
xfactor,score=0.472802688555709
laptop,score=0.471994652735263
sore,score=0.471660483976932
fireworks,score=0.47148709862756
absolute,score=0.471463872251686
unfair,score=0.471065068657168
#late,score=0.471065068657168
grounded,score=0.471065068657168
#bye,score=0.471065068657168
causing,score=0.470658647192521
loose,score=0.469772800547115
rash,score=0.468504247795495
blamed,score=0.468504247795495
folk,score=0.46787866128776
dam,score=0.467435300606589
arguing,score=0.466741097177114
ughhh,score=0.466741097177114
mentions,score=0.466477904650262
answering,score=0.466477904650262
mums,score=0.466477904650262
7am,score=0.466122349090961
wont,score=0.465893280254774
becuz,score=0.464834518906532
stating,score=0.464834518906532
buys,score=0.464834518906532
mississippi,score=0.464834518906532
chirping,score=0.464834518906532
concussion,score=0.464834518906532
moaning,score=0.464834518906532
fee,score=0.464834518906532
chews,score=0.464834518906532
forbid,score=0.464834518906532
foolish,score=0.464834518906532
vibrates,score=0.464834518906532
intimidating,score=0.464834518906532
convert,score=0.464834518906532
#cat,score=0.464834518906532
pronto,score=0.464834518906532
posts,score=0.462639128343096
hers,score=0.462331388688414
fone,score=0.462331388688414
#lame,score=0.461664944145253
blocked,score=0.461178207703422
noses,score=0.460514857762016
whn,score=0.460514857762016
gen,score=0.460514857762016
upstairs,score=0.460514857762016
veins,score=0.460514857762016
windshield,score=0.460514857762016
reception,score=0.460514857762016
stepdad,score=0.460514857762016
pinky,score=0.460514857762016
cost,score=0.459136497791894
dicks,score=0.459136497791894
itunes,score=0.458339367418876
douchebag,score=0.458054831921153
yawn,score=0.458054831921153
curly,score=0.458054831921153
grading,score=0.458054831921153
error,score=0.457183372171012
#hashtag,score=0.457183372171012
heads,score=0.45702901545233
earring,score=0.456466269236015
brake,score=0.456466269236015
nut,score=0.456466269236015
privacy,score=0.456466269236015
retard,score=0.456466269236015
aloud,score=0.455865848923772
elbow,score=0.455355774951988
sharp,score=0.453905448374342
seeking,score=0.453905448374342
kicking,score=0.453560442333314
randomly,score=0.453296694474736
sickness,score=0.452663983286277
commit,score=0.452663983286277
#tired,score=0.452461122954919
holes,score=0.452381057835245
#rude,score=0.451262441360988
replacing,score=0.449086161938393
oyster,score=0.449086161938393
signals,score=0.449086161938393
eyebrow,score=0.449086161938393
argos,score=0.449086161938393
crutches,score=0.449086161938393
dosent,score=0.449086161938393
bows,score=0.449086161938393
jeopardy,score=0.449086161938393
dane,score=0.449086161938393
frick,score=0.449086161938393
_______,score=0.449086161938393
harsh,score=0.449086161938393
syllabus,score=0.449086161938393
cryin,score=0.449086161938393
enhance,score=0.449086161938393
every1,score=0.449086161938393
joker,score=0.449086161938393
prescribed,score=0.449086161938393
pts,score=0.449086161938393
ther,score=0.449086161938393
offence,score=0.449086161938393
crave,score=0.449086161938393
possessed,score=0.449086161938393
costs,score=0.449086161938393
fu,score=0.449086161938393
tutors,score=0.449086161938393
fund,score=0.449086161938393
730,score=0.449086161938393
#tooloud,score=0.449086161938393
103,score=0.449086161938393
minuets,score=0.449086161938393
res,score=0.449086161938393
marked,score=0.449086161938393
bullied,score=0.449086161938393
omggggg,score=0.449086161938393
omfg,score=0.449086161938393
slightest,score=0.449086161938393
hormonal,score=0.449086161938393
reversed,score=0.449086161938393
shrink,score=0.449086161938393
pretended,score=0.449086161938393
informing,score=0.449086161938393
motives,score=0.449086161938393
realllly,score=0.449086161938393
linesman,score=0.449086161938393
#brother,score=0.449086161938393
hints,score=0.449086161938393
grapefruit,score=0.449086161938393
pardon,score=0.449086161938393
umbrella,score=0.449086161938393
luiz,score=0.449086161938393
josie,score=0.449086161938393
bruv,score=0.449086161938393
#idc,score=0.449086161938393
convenient,score=0.449086161938393
frying,score=0.449086161938393
tulisa,score=0.449086161938393
tc,score=0.449086161938393
#bus,score=0.449086161938393
drafts,score=0.449086161938393
louise,score=0.449086161938393
fraud,score=0.449086161938393
tokyo,score=0.449086161938393
bothered,score=0.449086161938393
screwed,score=0.447375297534764
broke,score=0.446582136305202
mum,score=0.446566403418158
rid,score=0.446538389859594
address,score=0.445713477459754
heck,score=0.444785080039002
hack,score=0.444098620427354
weights,score=0.443420424402716
direct,score=0.443420424402716
stand,score=0.443330113280839
calling,score=0.443007115862011
_____,score=0.442528761392234
judges,score=0.442528761392234
hole,score=0.441968694169529
dragged,score=0.441304021496338
protected,score=0.439516710922242
opposed,score=0.439516710922242
norwich,score=0.439516710922242
fuckn,score=0.439516710922242
nicole,score=0.439516710922242
charged,score=0.438933790474375
switching,score=0.438275245834177
explanation,score=0.438275245834177
idc,score=0.438275245834177
screen,score=0.438157091406203
hypocrites,score=0.436663641939836
braid,score=0.436663641939836
restored,score=0.436663641939836
ink,score=0.436663641939836
skull,score=0.436663641939836
required,score=0.436663641939836
gona,score=0.436663641939836
reps,score=0.436663641939836
#everytime,score=0.436663641939836
unpleasant,score=0.436663641939836
lays,score=0.436663641939836
tempted,score=0.435875930201586
phones,score=0.435216314074242
eastenders,score=0.43448736251724
curse,score=0.433957280342093
send,score=0.433804965703274
#why,score=0.433337804970254
siblings,score=0.433085820591952
loosing,score=0.433085820591952
cough,score=0.432772586446869
xbox,score=0.431946652061697
drill,score=0.431386584838992
seeker,score=0.431386584838992
relation,score=0.431386584838992
pronounced,score=0.431386584838992
refusing,score=0.431386584838992
walter,score=0.431386584838992
confuse,score=0.431386584838992
nancy,score=0.431386584838992
hadnt,score=0.431386584838992
millwall,score=0.431386584838992
#sisters,score=0.431386584838992
#care,score=0.431386584838992
righteous,score=0.431386584838992
shouldve,score=0.431386584838992
stuffs,score=0.431386584838992
presenter,score=0.431386584838992
pressed,score=0.431386584838992
cart,score=0.431386584838992
gloss,score=0.431386584838992
estimated,score=0.431386584838992
epitome,score=0.431386584838992
#lt,score=0.431386584838992
#isuck,score=0.431386584838992
covers,score=0.431386584838992
loops,score=0.431386584838992
rivalry,score=0.431386584838992
cheetah,score=0.431386584838992
#gohome,score=0.431386584838992
awake,score=0.431007330070058
calm,score=0.429952207351849
texts,score=0.429702295117344
txt,score=0.429541565865423
shampoo,score=0.428466874735657
unlock,score=0.428466874735657
shaving,score=0.427763392469572
text,score=0.426875807728477
receipt,score=0.426613306086334
asif,score=0.426613306086334
sniffing,score=0.426613306086334
nz,score=0.426613306086334
acting,score=0.426171902415517
tries,score=0.426048493871376
jealous,score=0.424393549348021
sync,score=0.424393549348021
coz,score=0.423110675535132
freshman,score=0.4228703198075
kicked,score=0.422652904870237
keys,score=0.422455295937671
shoulda,score=0.422274904487736
freaking,score=0.421806783516731
necessary,score=0.421454223276307
gah,score=0.421251362944949
bag,score=0.420534260009952
texting,score=0.419968763367666
#bedtime,score=0.418314503271639
madden,score=0.418314503271639
tramps,score=0.418314503271639
lemons,score=0.418314503271639
cares,score=0.418314503271639
blasted,score=0.418314503271639
#hurricanesandy,score=0.418314503271639
mann,score=0.418314503271639
coldest,score=0.418314503271639
#off,score=0.418314503271639
lighten,score=0.418314503271639
bruises,score=0.418314503271639
links,score=0.418314503271639
hols,score=0.418314503271639
file,score=0.418314503271639
blackhawks,score=0.418314503271639
punish,score=0.418314503271639
sucks,score=0.418314503271639
disappears,score=0.418314503271639
login,score=0.418314503271639
competitive,score=0.418314503271639
meyer,score=0.418314503271639
clarke,score=0.418314503271639
#whatthehell,score=0.418314503271639
sibling,score=0.418314503271639
blazer,score=0.418314503271639
syndrome,score=0.418314503271639
pair,score=0.417480822523062
driver,score=0.417069948039435
doesnt,score=0.4160443547371
shouldnt,score=0.415860514310073
#emotional,score=0.415563469899749
tf,score=0.41425220926276
itv,score=0.412981157296277
#bipolar,score=0.412981157296277
sims,score=0.412981157296277
comment,score=0.412981157296277
dry,score=0.412981157296277
mature,score=0.412272188815677
shits,score=0.411748491500749
fergie,score=0.411345833955546
bane,score=0.411345833955546
#ireallydislike,score=0.411345833955546
nostrils,score=0.411345833955546
upset,score=0.411345833955546
hashtag,score=0.410767297636256
emotion,score=0.410371649757703
hairs,score=0.410084004135124
dammit,score=0.410084004135124
wo,score=0.408264167418138
muck,score=0.408264167418138
rug,score=0.408264167418138
concrete,score=0.408264167418138
wasting,score=0.408264167418138
yawning,score=0.408264167418138
turd,score=0.408264167418138
isle,score=0.408264167418138
throbbing,score=0.408264167418138
08,score=0.408264167418138
resolved,score=0.408264167418138
advertisement,score=0.408264167418138
rack,score=0.408264167418138
queer,score=0.408264167418138
lanes,score=0.408264167418138
scheduled,score=0.408264167418138
#rape,score=0.408264167418138
vehicle,score=0.408264167418138
retainers,score=0.408264167418138
#whatisthis,score=0.408264167418138
assumed,score=0.408264167418138
tossing,score=0.408264167418138
decide,score=0.407498910063019
sock,score=0.407014948017706
council,score=0.407014948017706
kay,score=0.406526547519597
irresponsible,score=0.405411098435731
3/4,score=0.405411098435731
cents,score=0.405411098435731
absent,score=0.405411098435731
rvp,score=0.405411098435731
spends,score=0.405411098435731
roots,score=0.405411098435731
oi,score=0.405411098435731
twit,score=0.405411098435731
arnt,score=0.405411098435731
#miserable,score=0.405411098435731
ughh,score=0.404062480564438
insurance,score=0.404062480564438
clicking,score=0.404062480564438
credits,score=0.404062480564438
replacement,score=0.403276625907099
wasted,score=0.403128860853265
keeps,score=0.402552355577763
door,score=0.402009260395028
tweeters,score=0.400295997768961
msg,score=0.400295997768961
wire,score=0.400295997768961
apprentice,score=0.400295997768961
tierra,score=0.400295997768961
#sore,score=0.400295997768961
agony,score=0.400295997768961
outa,score=0.400295997768961
vicky,score=0.400295997768961
#word,score=0.400295997768961
#cod,score=0.400295997768961
wage,score=0.400295997768961
#misery,score=0.400295997768961
randy,score=0.400295997768961
#whatthefuck,score=0.400295997768961
darn,score=0.398744407077542
ache,score=0.398555353291177
manners,score=0.397994500780682
customers,score=0.39755251182321
iphone,score=0.397414151394072
patience,score=0.396442428452971
geordie,score=0.396261022556782
permission,score=0.395841647419581
#boys,score=0.395841647419581
header,score=0.395841647419581
mins,score=0.395841647419581
demand,score=0.395841647419581
9pm,score=0.395841647419581
nhs,score=0.395841647419581
technology,score=0.394816532004335
downstairs,score=0.394216951692579
steal,score=0.394170404342278
incapable,score=0.393823483263343
guests,score=0.393823483263343
#forreal,score=0.393823483263343
outage,score=0.393823483263343
shoved,score=0.393823483263343
slush,score=0.393823483263343
avengers,score=0.393823483263343
shelf,score=0.393823483263343
knocked,score=0.393178530000097
destroy,score=0.393178530000097
neighbor,score=0.392390818261848
damn,score=0.392011419604162
headaches,score=0.391927748098444
tablets,score=0.391927748098444
bend,score=0.391927748098444
dramatic,score=0.391927748098444
sprint,score=0.391927748098444
noone,score=0.391407050351715
#firstworldproblems,score=0.391022360983632
plans,score=0.390852066089229
computer,score=0.390317297719065
size,score=0.390074443697423
posting,score=0.389572034405985
toothache,score=0.388461540121958
voucher,score=0.388461540121958
urg,score=0.388461540121958
jel,score=0.388461540121958
chore,score=0.388461540121958
dynamic,score=0.388461540121958
nina,score=0.388461540121958
existent,score=0.388461540121958
outraged,score=0.388461540121958
paycheck,score=0.388461540121958
dundee,score=0.388461540121958
hank,score=0.388461540121958
lump,score=0.388461540121958
chants,score=0.388461540121958
worksheet,score=0.388461540121958
#idkwhy,score=0.388461540121958
jepsen,score=0.388461540121958
crumble,score=0.388461540121958
icing,score=0.388461540121958
#trouble,score=0.388461540121958
perez,score=0.388461540121958
scramble,score=0.388461540121958
revolves,score=0.388461540121958
snitch,score=0.388461540121958
fiesta,score=0.388461540121958
canon,score=0.388461540121958
lah,score=0.388461540121958
#speidi,score=0.388461540121958
sony,score=0.388461540121958
#questions,score=0.388461540121958
fitted,score=0.388461540121958
sag,score=0.388461540121958
desktop,score=0.388461540121958
homo,score=0.388461540121958
#cmon,score=0.388461540121958
5min,score=0.388461540121958
pretending,score=0.388461540121958
adidas,score=0.388461540121958
lipgloss,score=0.388461540121958
#dangerous,score=0.388461540121958
#eastenders,score=0.388461540121958
#tests,score=0.388461540121958
pens,score=0.388461540121958
weekends,score=0.387497684625651
people,score=0.387125382081971
burn,score=0.386954380831387
twisted,score=0.386565804957059
cock,score=0.386565804957059
responsible,score=0.386565804957059
wtf,score=0.386146054282793
log,score=0.386111362777005
asses,score=0.386111362777005
spoiled,score=0.385370347552285
outta,score=0.38429565642252
advise,score=0.383946859767432
fuk,score=0.383946859767432
shattered,score=0.383946859767432
toys,score=0.383946859767432
claiming,score=0.383946859767432
sarcasm,score=0.383946859767432
internet,score=0.383359488238063
petrol,score=0.38259642066956
irrelevant,score=0.38259642066956
employees,score=0.38259642066956
hv,score=0.38259642066956
verge,score=0.38259642066956
drama,score=0.382511671315723
falls,score=0.382075451655433
ing,score=0.381946859100764
tire,score=0.381946859100764
fault,score=0.381733979908901
certain,score=0.380628192844511
shit,score=0.380575334326768
#dad,score=0.380093290451441
shhh,score=0.380093290451441
outrageous,score=0.380093290451441
#ughhh,score=0.380093290451441
pat,score=0.380093290451441
#ohwait,score=0.380093290451441
booing,score=0.380093290451441
shatter,score=0.380093290451441
canucks,score=0.380093290451441
soaked,score=0.380093290451441
strait,score=0.380093290451441
bangs,score=0.380093290451441
fumble,score=0.380093290451441
swiss,score=0.380093290451441
activate,score=0.380093290451441
disturb,score=0.380093290451441
criminals,score=0.380093290451441
plymouth,score=0.380093290451441
#blood,score=0.380093290451441
emo,score=0.380093290451441
facetime,score=0.380093290451441
#kidding,score=0.380093290451441
swell,score=0.380093290451441
merp,score=0.380093290451441
2hrs,score=0.380093290451441
edit,score=0.380093290451441
profs,score=0.380093290451441
clearly,score=0.380093290451441
outlet,score=0.380093290451441
bets,score=0.380093290451441
upp,score=0.380093290451441
confront,score=0.380093290451441
flip,score=0.379505228099887
rules,score=0.378931175271264
#drama,score=0.378705365176593
lungs,score=0.378370637139995
polish,score=0.377823141916902
#fake,score=0.376765500358767
clap,score=0.376765500358767
1am,score=0.376765500358767
footy,score=0.376765500358767
rushed,score=0.376765500358767
flipped,score=0.376765500358767
rear,score=0.376765500358767
timeline,score=0.376003305199916
drag,score=0.375754888852843
spreading,score=0.375754888852843
grow,score=0.37506010663911
#fml,score=0.374525065484925
#teacher,score=0.373862740700805
hippo,score=0.373862740700805
cheek,score=0.373862740700805
#cut4bieber,score=0.373862740700805
everyones,score=0.373862740700805
voter,score=0.373862740700805
theyre,score=0.373862740700805
#madeinchelsea,score=0.373862740700805
80%,score=0.373862740700805
chirp,score=0.373862740700805
#moveon,score=0.373862740700805
